   SNAP_ID INSTANCE_NUMBER SGA_TARGET_GB SIZE_FACTOR ESTD_PHYSICAL_READS LEAD_READ_DIFF
---------- --------------- ------------- ----------- ------------------- --------------
    128057 ARCH                            0          0          0          0
    128057 Archive Manager                 0          0          0          0
    128057 Buffer Cache Reads            590          0          0          0
    128057 DBWR                            0        853          0          5
    128057 Data Pump                       0          0          0          0
    128057 Direct Reads                  214         53          0          0
    128057 Direct Writes                   0         64          0          0
    128057 LGWR                         2700       3026          0         11
    128057 Others                       7478       2779          0          0
    128057 RMAN                            0          0          0          0
    128057 Recovery                        0          0          0          0
    128057 Smart Scan                      0          0          0          0
    128057 Streams AQ                      0          0          0          0
    128057 XDB                             0          0          0          0
    128058 ARCH                            0          0          0          0
    128058 Archive Manager                 0          0          0          0
    128058 Buffer Cache Reads            135          0          5          0
    128058 DBWR                            0        991          0          8
    128058 Data Pump                       0          0          0          0
    128058 Direct Reads                  141         53          0          0
    128058 Direct Writes                   0         27          0          0
    128058 LGWR                         3516       3796          0          5
    128058 Others                       9528       3563         24          8
    128058 RMAN                            0          0          0          0
    128058 Recovery                        0          0          0          0
    128058 Smart Scan                      0          0          0          0
    128058 Streams AQ                      0          0          0          0
    128058 XDB                             0          0          0          0
    128059 ARCH                            0          0          0          0
    128059 Archive Manager                 0          0          0          0
    128059 Buffer Cache Reads             43          0          0          0
    128059 DBWR                            0        717          0          3
    128059 Data Pump                       0          0          0          0
    128059 Direct Reads                  147         25          0          0
    128059 Direct Writes                   0         74          0          0
    128059 LGWR                         3679       2408          0          4
    128059 Others                      10007       3753         22          4
    128059 RMAN                            0          0          0          0
    128059 Recovery                        0          0          0          0
    128059 Smart Scan                      0          0          0          0
    128059 Streams AQ                      0          0          0          0
    128059 XDB                             0          0          0          0
    128060 ARCH                            0          0          0          0
    128060 Archive Manager                 0          0          0          0
    128060 Buffer Cache Reads             49          0          0          0
    128060 DBWR                            0        786          0          6
    128060 Data Pump                       0          0          0          0
    128060 Direct Reads                    0          0          0          0
    128060 Direct Writes                   0          0          0          0
    128060 LGWR                         3540       3439          0          6
    128060 Others                       9592       3557         20          4
    128060 RMAN                            0          0          0          0
    128060 Recovery                        0          0          0          0
    128060 Smart Scan                      0          0          0          0
    128060 Streams AQ                      0          0          0          0
    128060 XDB                             0          0          0          0
    128061 ARCH                            0          0          0          0
    128061 Archive Manager                 0          0          0          0
    128061 Buffer Cache Reads             56          0          0          0
    128061 DBWR                            0        650          0          4
    128061 Data Pump                       0          0          0          0
    128061 Direct Reads                  145         47          0          0
    128061 Direct Writes                   0         45          0          0
    128061 LGWR                         3654       4061          0          4
    128061 Others                       9902       3715         20          4
    128061 RMAN                            0          0          0          0
    128061 Recovery                        0          0          0          0
    128061 Smart Scan                      0          0          0          0
    128061 Streams AQ                      0          0          0          0
    128061 XDB                             0          0          0          0
    128062 ARCH                            0          0          0          0
    128062 Archive Manager                 0          0          0          0
    128062 Buffer Cache Reads            385          0          0          0
    128062 DBWR                            0        748          0          5
    128062 Data Pump                       0          0          0          0
    128062 Direct Reads                   16          0          0          0
    128062 Direct Writes                   0          5          0          0
    128062 LGWR                         3660       4019          0          6
    128062 Others                       9959       3684         19          4
    128062 RMAN                            0          0          0          0
    128062 Recovery                        0          0          0          0
    128062 Smart Scan                      0          0          0          0
    128062 Streams AQ                      0          0          0          0
    128062 XDB                             0          0          0          0
    128063 ARCH                            0          0          0          0
    128063 Archive Manager                 0          0          0          0
    128063 Buffer Cache Reads             48          0          0          0
    128063 DBWR                            0        741          0          6
    128063 Data Pump                       0          0          0          0
    128063 Direct Reads                    0          0          0          0
    128063 Direct Writes                   0          1          0          0
    128063 LGWR                         3546       3976          0          6
    128063 Others                       9544       3564         19          4
    128063 RMAN                            0          0          0          0
    128063 Recovery                        0          0          0          0
    128063 Smart Scan                      0          0          0          0
    128063 Streams AQ                      0          0          0          0
    128063 XDB                             0          0          0          0
    128064 ARCH                            0          0          0          0
    128064 Archive Manager                 0          0          0          0
    128064 Buffer Cache Reads             41          0          0          0
    128064 DBWR                            0        761          0          5
    128064 Data Pump                       0          0          0          0
    128064 Direct Reads                  141         37          0          0
    128064 Direct Writes                   0         44          0          0
    128064 LGWR                         3648       4015          0          4
    128064 Others                       9902       3698         19          4
    128064 RMAN                            0          0          0          0
    128064 Recovery                        0          0          0          0
    128064 Smart Scan                      0          0          0          0
    128064 Streams AQ                      0          0          0          0
    128064 XDB                             0          0          0          0
    128065 ARCH                            0          0          0          0
    128065 Archive Manager                 0          0          0          0
    128065 Buffer Cache Reads             14          0          0          0
    128065 DBWR                            0        664          0          6
    128065 Data Pump                       0          0          0          0
    128065 Direct Reads                  141         51          0          0
    128065 Direct Writes                   0         30          0          0
    128065 LGWR                         3570       3954          0          6
    128065 Others                       9659       3625         19          4
    128065 RMAN                            0          0          0          0
    128065 Recovery                        0          0          0          0
    128065 Smart Scan                      0          0          0          0
    128065 Streams AQ                      0          0          0          0
    128065 XDB                             0          0          0          0
    128066 ARCH                            0          0          0          0
    128066 Archive Manager                 0          0          0          0
    128066 Buffer Cache Reads             15          0          0          0
    128066 DBWR                            0        757          0          5
    128066 Data Pump                       0          0          0          0
    128066 Direct Reads                    0          0          0          0
    128066 Direct Writes                   0          1          0          0
    128066 LGWR                         3552       3906          0          5
    128066 Others                       9614       3569         19          4
    128066 RMAN                            0          0          0          0
    128066 Recovery                        0          0          0          0
    128066 Smart Scan                      0          0          0          0
    128066 Streams AQ                      0          0          0          0
    128066 XDB                             0          0          0          0
    128067 ARCH                            0          0          0          0
    128067 Archive Manager                 0          0          0          0
    128067 Buffer Cache Reads        1143504          0        641          0
    128067 DBWR                            0      84568          0        288
    128067 Data Pump                       0          0          0          0
    128067 Direct Reads                64792       1129          0          0
    128067 Direct Writes                   0      51301          0          9
    128067 LGWR                       173652     256541          0       1632
    128067 Others                     582329     235352       2056       1326
    128067 RMAN                            0          0          0          0
    128067 Recovery                        0          0          0          0
    128067 Smart Scan                      0          0          0          0
    128067 Streams AQ                      6          0          0          0
    128067 XDB                             0          0          0          0
    128068 ARCH                            0          0          0          0
    128068 Archive Manager                 0          0          0          0
    128068 Buffer Cache Reads        1405426          0        823          0
    128068 DBWR                            0      89097          0        313
    128068 Data Pump                       0          0          0          0
    128068 Direct Reads                85454        953          0          0
    128068 Direct Writes                   0      67706          0         12
    128068 LGWR                       173538     280418          0       2599
    128068 Others                     606979     249988       2550       1815
    128068 RMAN                            0          0          0          0
    128068 Recovery                        0          0          0          0
    128068 Smart Scan                      0          0          0          0
    128068 Streams AQ                     18          0          0          0
    128068 XDB                             0          0          0          0
    128069 ARCH                            0          0          0          0
    128069 Archive Manager                 0          0          0          0
    128069 Buffer Cache Reads        1338515          0        844          0
    128069 DBWR                            0      81928          0        311
    128069 Data Pump                       0          0          0          0
    128069 Direct Reads                64348       1551          0          0
    128069 Direct Writes                   0      49741          0         10
    128069 LGWR                       172657     235707          0       1988
    128069 Others                     582603     228515       2122       1388
    128069 RMAN                            0          0          0          0
    128069 Recovery                        0          0          0          0
    128069 Smart Scan                      0          0          0          0
    128069 Streams AQ                     15          0          0          0
    128069 XDB                             0          0          0          0
    128070 ARCH                            0          0          0          0
    128070 Archive Manager                 0          0          0          0
    128070 Buffer Cache Reads        1862294          0        764          0
    128070 DBWR                            0      94215          0        368
    128070 Data Pump                       0          0          0          0
    128070 Direct Reads                99930       1926          0          0
    128070 Direct Writes                   0      71823          0         14
    128070 LGWR                       173322     283617          0       2935
    128070 Others                     631470     255730       2810       2064
    128070 RMAN                            0          0          0          0
    128070 Recovery                        0          0          0          0
    128070 Smart Scan                      0          0          0          0
    128070 Streams AQ                     66          0          0          0
    128070 XDB                             0          0          0          0
    128071 ARCH                            0          0          0          0
    128071 Archive Manager                 0          0          0          0
    128071 Buffer Cache Reads        1278061          0        769          0
    128071 DBWR                            0      92790          0        398
    128071 Data Pump                       0          0          0          0
    128071 Direct Reads                89763       1952          0          0
    128071 Direct Writes                   0      65682          0         10
    128071 LGWR                       173347     231474          0       2650
    128071 Others                     620641     246301       2585       1831
    128071 RMAN                            0          0          0          0
    128071 Recovery                        0          0          0          0
    128071 Smart Scan                      0          0          0          0
    128071 Streams AQ                      0          0          0          0
    128071 XDB                             0          0          0          0
    128072 ARCH                            0          0          0          0
    128072 Archive Manager                 0          0          0          0
    128072 Buffer Cache Reads          78286          0        417          0
    128072 DBWR                            0      31354          0        113
    128072 Data Pump                       0          0          0          0
    128072 Direct Reads                15187       2047          0          0
    128072 Direct Writes                   0       7159          0          7
    128072 LGWR                       172173     174543          0        210
    128072 Others                     467835     183929       1076        307
    128072 RMAN                            0          0          0          0
    128072 Recovery                        0          0          0          0
    128072 Smart Scan                      0          0          0          0
    128072 Streams AQ                      0          0          0          0
    128072 XDB                             0          0          0          0
    128073 ARCH                            0          0          0          0
    128073 Archive Manager                 0          0          0          0
    128073 Buffer Cache Reads          27345          0          0          0
    128073 DBWR                            0      23790          0        105
    128073 Data Pump                       0          0          0          0
    128073 Direct Reads                 7393       1255          0          0
    128073 Direct Writes                   0       3183          0          6
    128073 LGWR                       173070     185036          0        118
    128073 Others                     454692     178425        931        204
    128073 RMAN                            0          0          0          0
    128073 Recovery                        0          0          0          0
    128073 Smart Scan                      0          0          0          0
    128073 Streams AQ                      0          0          0          0
    128073 XDB                             0          0          0          0

~~END-IOSTAT-BY-FUNCTION~~
Elapsed: 00:00:00.70



~~BEGIN-TOP-N-TIMED-EVENTS~~

   SNAP_ID WAIT_CLASS           EVENT_NAME                                                       PCTDBT TOTAL_TIME_S
---------- -------------------- ------------------------------------------------------------ ---------- ------------
    128057 Other                reliable message                                                6539.26    900147290
    128057 DB CPU               DB CPU                                                            97.49     13420000
    128057 Other                Streams AQ: qmn coordinator waiting for slave to start               78     10736409
    128057 System I/O           control file sequential read                                      56.63      7794790
    128057 Concurrency          os thread startup                                                 33.55      4617894
    128058 Other                reliable message                                                7085.96    900129960
    128058 DB CPU               DB CPU                                                             97.3     12360000
    128058 System I/O           control file sequential read                                      91.89     11673155
    128058 Other                Streams AQ: qmn coordinator waiting for slave to start            90.35     11477182
    128058 Concurrency          os thread startup                                                  44.8      5691282
    128059 Other                reliable message                                                7065.18    898131085
    128059 DB CPU               DB CPU                                                           105.25     13380000
    128059 Other                Streams AQ: qmn coordinator waiting for slave to start            84.19     10702301
    128059 Concurrency          os thread startup                                                 35.98      4573665
    128059 System I/O           control file sequential read                                      33.61      4273122
    128060 Other                reliable message                                                7489.46    899120526
    128060 DB CPU               DB CPU                                                           105.37     12650000
    128060 Other                Streams AQ: qmn coordinator waiting for slave to start             85.3     10240228
    128060 Concurrency          os thread startup                                                  44.6      5353808
    128060 System I/O           control file sequential read                                      35.83      4301015
    128061 Other                reliable message                                               13464.46   1443149633
    128061 Other                Streams AQ: qmn coordinator waiting for slave to start           148.69     15937281
    128061 DB CPU               DB CPU                                                           104.59     11210000
    128061 Concurrency          os thread startup                                                 33.53      3594067
    128061 System I/O           control file sequential read                                      33.32      3571470
    128062 Other                reliable message                                                7941.48    897109687
    128062 DB CPU               DB CPU                                                           101.89     11510000
    128062 Concurrency          os thread startup                                                 46.56      5259527
    128062 Other                Streams AQ: qmn coordinator waiting for slave to start            45.38      5126000
    128062 System I/O           control file sequential read                                      32.78      3702696
    128063 Other                reliable message                                                7856.98    900113306
    128063 Other                Streams AQ: qmn coordinator waiting for slave to start           148.69     17034056
    128063 DB CPU               DB CPU                                                           110.42     12650000
    128063 Concurrency          os thread startup                                                 42.11      4824718
    128063 System I/O           control file sequential read                                      30.57      3502363
    128064 Other                reliable message                                                7770.86    899113472
    128064 Other                Streams AQ: qmn coordinator waiting for slave to start           109.19     12633074
    128064 DB CPU               DB CPU                                                           108.81     12590000
    128064 Concurrency          os thread startup                                                  50.9      5889554
    128064 System I/O           control file sequential read                                      33.21      3842694
    128065 Other                reliable message                                                7140.52    898106814
    128065 DB CPU               DB CPU                                                           106.22     13360000
    128065 Concurrency          os thread startup                                                 42.14      5300076
    128065 Other                Streams AQ: qmn coordinator waiting for slave to start            40.76      5127176
    128065 System I/O           control file sequential read                                      28.88      3632787
    128066 Other                reliable message                                                8479.36    898110855
    128066 Other                Streams AQ: qmn coordinator waiting for slave to start           156.99     16627854
    128066 DB CPU               DB CPU                                                           108.95     11540000
    128066 Concurrency          os thread startup                                                 48.17      5102411
    128066 System I/O           control file sequential read                                      38.52      4079532
    128067 DB CPU               DB CPU                                                            40.86   6320000000
    128067 User I/O             db file sequential read                                           29.61   4579940732
    128067 Other                reliable message                                                  10.11   1563110049
    128067 User I/O             read by other session                                              8.91   1378453952
    128067 Application          enq: TX - row lock contention                                      6.94   1073490781
    128068 DB CPU               DB CPU                                                            48.37   1.1486E+10
    128068 User I/O             db file sequential read                                           23.16   5499556539
    128068 Application          enq: TX - row lock contention                                      8.09   1920935831
    128068 Other                reliable message                                                   7.13   1691883657
    128068 User I/O             read by other session                                              4.74   1124644447
    128069 User I/O             db file sequential read                                           47.01   5460011538
    128069 DB CPU               DB CPU                                                            42.28   4910350000
    128069 Other                reliable message                                                  14.38   1670285600
    128069 Other                Streams AQ: qmn coordinator waiting for slave to start             5.06    587298454
    128069 User I/O             read by other session                                              4.71    547159369
    128070 DB CPU               DB CPU                                                            40.38   1.1180E+10
    128070 User I/O             db file sequential read                                           28.11   7783843742
    128070 Application          enq: TX - row lock contention                                      10.2   2825004702
    128070 User I/O             read by other session                                              9.66   2675306987
    128070 Other                reliable message                                                   5.62   1556417362
    128071 DB CPU               DB CPU                                                            50.63   7937920000
    128071 User I/O             db file sequential read                                           32.61   5112389654
    128071 Other                reliable message                                                   9.96   1561372248
    128071 Application          enq: TX - row lock contention                                      4.64    726787194
    128071 Other                Streams AQ: qmn coordinator waiting for slave to start             3.84    601657187
    128072 Other                reliable message                                                 134.82   1688127502
    128072 DB CPU               DB CPU                                                            79.83    999510000
    128072 Other                Streams AQ: qmn coordinator waiting for slave to start            46.28    579531811
    128072 User I/O             db file sequential read                                           41.58    520594631
    128072 System I/O           control file sequential read                                      32.03    401098482
    128073 Other                reliable message                                                 235.49   1688613668
    128073 DB CPU               DB CPU                                                            94.32    676320000
    128073 Other                Streams AQ: qmn coordinator waiting for slave to start            82.27    589907700
    128073 System I/O           control file sequential read                                      34.39    246627483
    128073 System I/O           db file parallel write                                            30.22    216674457

~~END-TOP-N-TIMED-EVENTS~~
Elapsed: 00:00:00.44



~~BEGIN-SYSSTAT~~

   SNAP_ID cell_flash_hits  read_iops    read_mb read_mb_opt cell_int_mb cell_int_ss_mb ehcc_con_dmls
---------- --------------- ---------- ---------- ----------- ----------- -------------- -------------
    128057               0        8.1         .1           0          .2              0
    128058               0        7.6         .1           0          .2              0
    128059               0        7.6         .1           0          .2              0
    128060               0        7.5         .1           0          .2              0
    128061               0        7.6         .1           0          .2              0
    128062               0        7.7         .1           0          .2              0
    128063               0        7.4         .1           0          .2              0
    128064               0        7.5         .1           0          .2              0
    128065               0        7.5         .1           0          .2              0
    128066               0        7.4         .1           0          .2              0
    128067               0       22.6         .3           0          .4              0
    128068               0       26.3         .3           0          .4              0
    128069               0       25.1         .3           0          .4              0
    128070               0         32         .3           0          .5              0
    128071               0         25         .3           0          .4              0
    128072               0        8.5         .1           0          .2              0
    128073               0        7.7         .1           0          .2              0

~~END-SYSSTAT~~
Elapsed: 00:00:00.43



~~BEGIN-TOP-SQL-SUMMARY~~

MODULE                         ACTION                                                           SQL_ID        COMMAND_NAME  PARSING_SCHEMA_NAME             EXEC_RANK  ELAP_RANK LOG_READS_RANK PHYS_READS_RANK      EXECS       ELAP  LOG_READS PHY_READ_GB PLAN_COUNT PX_SERVERS_EXECS
------------------------------ ---------------------------------------------------------------- ------------- ------------- ------------------------------ ---------- ---------- -------------- --------------- ---------- ---------- ---------- ----------- ---------- ----------------
                                                                                                g04wkknhrhazd UPDATE        PHP_APP                                 2          1              1               2      43114 3.9749E+10 4792833329           6          1                0
                                                                                                87c692zuqjx94 SELECT        PHP_APP                                 5          2              4               1       2666 2.2272E+10   36725444          36          1                0
                                                                                                36a6y3bb2rfxn SELECT        PHP_APP                                11          3              6               4        533 2305147053   14889159           2          1                0
                                                                                                689f66uzf1f7g SELECT        PHP_APP                                13          4             17               3        289 2112054045    3293117           3          1                0
                                                                                                d1bnm2xuqxh86 SELECT        PHP_APP                                20          5             10               8         84 1703688502    5098693           1          1                0
                                                                                                7rwsvf16ysa44 INSERT        PHP_APP                                 8          6              2              25        889 1510971374  241455153           0          1                0
                                                                                                gvgh19nt10pam SELECT        PHP_APP                                22          7             12              10         70 1432467559    4449312           0          1                0
                                                                                                94hbup25fzdz2 SELECT        PHP_APP                                 6          8              5               6       2052  796391164   28055134           1          1                0
                                                                                                aysxamvw2gafr SELECT        PHP_APP                                24          9             24               7         57  569489701    1494694           1          1                0
                                                                                                cvfj6f2qdhgfa SELECT        PHP_APP                                10         10              8               5        553  551747082    6935601           1          1                0
                                                                                                6067cu3tzfbrs SELECT        PHP_APP                                17         11             13               9        197  387569674    3980125           1          1                0
                                                                                                55510g3tj31dp INSERT        PHP_APP                                 9         12              3              31        580  286194330   84907301           0          1                0
JDBC Thin Client                                                                                8txrsz76ft4bz INSERT        PHP_APP                                 1         13             22              20      64557  240323277    1984285           0          1                0
                                                                                                792n9byfafnyu SELECT        PHP_APP                                25         14             31              11         53  193078709     533804           0          1                0
                                                                                                549dntbd9t5ys SELECT        PHP_APP                                28         15             19              17         31  157897009    2136861           0          1                0
                                                                                                g5vgk3mtx69vr SELECT        PHP_APP                                31         16             32              12         23  146335918     377128           0          1                0
DBMS_SCHEDULER                 MGMT_CONFIG_JOB_1                                                fufz5k664qxk6 SELECT        ORACLE_OCM                             37         17             56              48          7  145992823          0           0          1               14
                                                                                                ba9yvvbpjg4y6 SELECT        PHP_APP                                38         18             41              13          6  124809372     141790           0          1                0
                                                                                                1fdc738vahtpm SELECT        PHP_APP                                32         19             38              16         18  113488809     199711           0          1                0
                                                                                                a4ca57duw8d48 SELECT        PHP_APP                                16         20              7              32        199  110960324    9068114           0          1                0
                                                                                                f0j13s2j31688 SELECT        PHP_APP                                34         21             34              14         16  107057063     268811           0          1                0
                                                                                                30vgz7dcp5v5x SELECT        PHP_APP                                42         22             47              18          2   85636249      28876           0          1                0
                                                                                                dyvfn1umdakpk SELECT        PHP_APP                                30         23             33              15         29   83777984     346778           0          1                0
                                                                                                73xfrsywcx6vr SELECT        PHP_APP                                21         24             11              34         74   73516943    4460633           0          1                0
                                                                                                gw2q6usrnxx26 SELECT        PHP_APP                                15         25             15              27        218   73340136    3543266           0          1                0
                                                                                                cv6hfuadsht49 SELECT        PHP_APP                                25         26             16              39         53   68550203    3498546           0          1                0
                                                                                                2jnm4y3t9nt5g SELECT        PHP_APP                                41         27             43              19          3   66969029     113214           0          1                0
                                                                                                5n98khx92bw4q SELECT        PHP_APP                                29         28             20              30         30   62384932    2047063           0          1                0
                                                                                                bxgvcxw44v6rz SELECT        PHP_APP                                38         29             39              23          6   57811959     162781           0          1                0
                                                                                                92y0wb1b7x994 SELECT        PHP_APP                                37         30             37              22          7   56642318     209114           0          1                0
                                                                                                14402h96grb87 SELECT        PHP_APP                                42         31             44              21          2   54305190      54443           0          1                0
                                                                                                9f0qt327kh24w SELECT        PHP_APP                                41         32             45              24          3   46906831      49730           0          1                0
                                                                                                72gxxfuvpkcgg SELECT        PHP_APP                                33         33             36              29         17   43870886     231489           0          1                0
                                                                                                3fv7pn5g16aqb SELECT        PHP_APP                                43         34             49              28          1   42842185      15881           0          1                0
                                                                                                0h6jxc620kvd3 SELECT        PHP_APP                                42         35             46              26          2   42358959      29636           0          1                0
                                                                                                9r6u5qrmxxjdt SELECT        PHP_APP                                12         36              9              36        319   40585278    5878995           0          1                0
                                                                                                6cgrph5phzdaj SELECT        PHP_APP                                14         37             14              37        269   27649561    3907668           0          1                0
                                                                                                g45pzqh5uv510 SELECT        PHP_APP                                29         38             21              46         30   26774461    2047054           0          1                0
DBMS_SCHEDULER                 MGMT_CONFIG_JOB_2                                                73629tmfbjzrh PL/SQLEXECUTE ORACLE_OCM                             42         39             42              41          2   25148928     137941           0          1                0
                                                                                                0d7jc3q7n4dph SELECT        PHP_APP                                39         40             51              33          5   19353802       8940           0          1                0
                                                                                                9tzjx25hxgrdg SELECT        PHP_APP                                32         41             25              45         18   17708041    1429395           0          1                0
                                                                                                8wj5htrfrfysu SELECT        PHP_APP                                35         42             27              48         15   15935993    1089957           0          1                0
                                                                                                139n35kv21wmm SELECT        PHP_APP                                18         43             18              48        158   14086414    2568195           0          1                0
JDBC Thin Client                                                                                d6q5zr37tumfm SELECT        PHP_APP                                 3         44             53              48      27385   13755018       6980           0          1                0
                                                                                                byp5t6kdw1kba SELECT        PHP_APP                                35         45             26              48         15   12765119    1089972           0          1                0
                                                                                                8vjsd3upstvv0 INSERT        PHP_APP                                 7         46             48              35       1822   12399431      25127           0          1                0
                                                                                                b629r0h9uaq2w SELECT        PHP_APP                                23         47             30              42         61   11190221     823509           0          1                0
                                                                                                12y5qckdzrvs0 SELECT        PHP_APP                                27         48             23              47         46    9828687    1684183           0          1                0
DBMS_SCHEDULER                 MGMT_CONFIG_JOB_2                                                0j6d9y40st3k1 SELECT        ORACLE_OCM                             40         49             35              38          4    8538116     238895           0          1                0
                                                                                                19wnfyymvn8tx SELECT        PHP_APP                                24         50             28              44         57    7939308    1078698           0          1                0
